name,max_temp,min_temp
allionia incarnata var. villosa,68.6,28.6
allium,80,60
allium aaseae,64.4,24.4
allium abramsii,79.4,39.4
allium acuminatum,80,60
allium allegheniense,80,60
allium ampeloprasum,75.1,35.1
allium amplectens,80,60
allium anceps,68.4,28.4
allium atrorubens,68.6,28.6
allium atrorubens var. atrorubens,68.6,28.6
allium atrorubens var. cristatum,68.6,28.6
allium atroviolaceum,75.1,35.1
allium bigelovii,73.4,33.4
allium bisceptrum,68.6,28.6
allium bisceptrum var. bisceptrum,68.6,28.6
allium bisceptrum var. palmeri,68.6,28.6
allium bolanderi,68.4,28.4
allium bolanderi var. bolanderi,68.4,28.4
allium bolanderi var. mirabile,68.4,28.4
allium bolanderi var. stenanthum,79.4,39.4
allium brandegeei,62,22
allium brevistylum,62,22
allium burdickii,80,60
allium burlewii,79.4,39.4
allium campanulatum,68.3,28.3
allium canadense,80,60
allium canadense var. canadense,80,60
allium canadense var. ecristatum,84.8,44.8
allium canadense var. fraseri,84.8,44.8
allium canadense var. hyacinthoides,84.8,44.8
allium canadense var. lavandulare,65.2,25.2
allium canadense var. mobilense,84.8,44.8
allium cepa,63.1,23.1
allium cernuum,80,60
allium cernuum var. cernuum,80,60
allium cernuum var. neomexicanum,84.8,44.8
allium cernuum var. obtusum,80,60
allium columbianum,68.3,28.3
allium constrictum,68.3,28.3
allium coryi,84.8,44.8
allium cratericola,79.4,39.4
allium crenulatum,80,60
allium crispum,79.4,39.4
allium cuthbertii,82.4,42.4
allium denticulatum,79.4,39.4
allium diabolense,79.4,39.4
allium dichlamydeum,79.4,39.4
allium dictuon,68.3,28.3
allium douglasii,68.3,28.3
allium drummondii,84.8,44.8
allium elmendorfii,84.8,44.8
allium falcifolium,68.4,28.4
allium fibrillum,68.3,28.3
allium fimbriatum,79.4,39.4
allium fimbriatum var. fimbriatum,79.4,39.4
allium fimbriatum var. mohavense,79.4,39.4
allium fimbriatum var. purdyi,79.4,39.4
allium fistulosum,80,60
allium geyeri,80,60
allium geyeri var. chatterleyi,68.6,28.6
allium geyeri var. geyeri,80,60
allium geyeri var. tenerum,80,60
allium glandulosum,84.8,44.8
allium gooddingii,73.4,33.4
allium haematochiton,79.4,39.4
allium hickmanii,79.4,39.4
allium hoffmanii,79.4,39.4
allium howellii,79.4,39.4
allium howellii var. clokeyi,79.4,39.4
allium howellii var. howellii,79.4,39.4
allium howellii var. sanbenitense,79.4,39.4
allium hyalinum,79.4,39.4
allium jepsonii,79.4,39.4
allium kunthii,84.8,44.8
allium lacunosum,79.4,39.4
allium lacunosum var. davisiae,79.4,39.4
allium lacunosum var. kernense,79.4,39.4
allium lacunosum var. lacunosum,79.4,39.4
allium lacunosum var. micranthum,79.4,39.4
allium lemmonii,68.6,28.6
allium macropetalum,68.6,28.6
allium macrum,68.3,28.3
allium madidum,68.4,28.4
allium membranaceum,79.4,39.4
allium monticola,79.4,39.4
allium munzii,79.4,39.4
allium neapolitanum,86.4,46.4
allium nevadense,68.6,28.6
allium nevii,68.3,28.3
allium nigrum,68.3,28.3
allium obtusum,69.9,29.9
allium obtusum var. conspicuum,79.4,39.4
allium obtusum var. obtusum,69.9,29.9
allium oleraceum,80,60
allium oxyphilum,71.8,31.8
allium paniculatum,79.4,39.4
allium parishii,79.4,39.4
allium parryi,79.4,39.4
allium parvum,68.6,28.6
allium passeyi,68.6,28.6
allium peninsulare,68.4,28.4
allium peninsulare var. franciscanum,79.4,39.4
allium peninsulare var. peninsulare,68.4,28.4
allium perdulce,84.8,44.8
allium perdulce var. perdulce,84.8,44.8
allium perdulce var. sperryi,84.8,44.8
allium platycaule,68.4,28.4
allium pleianthum,68.4,28.4
allium plummerae,80.3,40.3
allium porrum,84.8,44.8
allium praecox,79.4,39.4
allium ×proliferum,62.9,22.9
allium punctum,68.4,28.4
allium robinsonii,68.3,28.3
allium runyonii,84.8,44.8
allium sanbornii,68.4,28.4
allium sanbornii var. congdonii,79.4,39.4
allium sanbornii var. sanbornii,68.4,28.4
allium sativum,80,60
allium schoenoprasum,80,60
allium schoenoprasum var. schoenoprasum,80,60
allium schoenoprasum var. sibiricum,80,60
allium scilloides,68.3,28.3
allium scorodoprasum,64.4,24.4
allium scorodoprasum ssp. rotundum,64.4,24.4
allium serra,79.4,39.4
allium sharsmithiae,79.4,39.4
allium shevockii,79.4,39.4
allium simillimum,62.7,22.7
allium siskiyouense,68.4,28.4
allium speculae,83.5,43.5
allium stellatum,80,60
allium textile,80,60
allium tolmiei,68.3,28.3
allium tolmiei var. persimile,64.4,24.4
allium tolmiei var. platyphyllum,68.4,28.4
allium tolmiei var. tolmiei,68.3,28.3
allium tribracteatum,79.4,39.4
allium tricoccum,80,60
allium triquetrum,68.4,28.4
allium tuberosum,63.1,23.1
allium tuolumnense,79.4,39.4
allium unifolium,68.4,28.4
allium validum,80,60
allium victorialis,46.6,6.6
allium vineale,80,60
allium vineale ssp. compactum,79.6,39.6
allium vineale ssp. vineale,80,60
allium yosemitense,79.4,39.4
allolepis,84.8,44.8
allolepis texana,84.8,44.8
allophyllum,68.3,28.3
allophyllum divaricatum,79.4,39.4
allophyllum gilioides,68.3,28.3
allophyllum gilioides ssp. gilioides,68.3,28.3
allophyllum gilioides ssp. violaceum,68.6,28.6
allophyllum glutinosum,79.4,39.4
allophyllum integrifolium,69.9,29.9
allophylus,80,60
allophylus crassinervis,80,60
allophylus racemosus,80,60
allosidastrum,80,60
allosidastrum pyramidatum,80,60
alloteropsis,83.4,43.4
alloteropsis cimicina,83.4,43.4
allotropa,80,60
allotropa virgata,80,60
allowissadula,84.8,44.8
allowissadula holosericea,84.8,44.8
allowissadula lozanii,84.8,44.8
almutaster,80,60
almutaster pauciflorus,80,60
alnus,80,60
alnus cordata,79.4,39.4
alnus ×fallacina,70.7,30.7
alnus glutinosa,80,60
alnus incana,80,60
alnus incana ssp. rugosa,80,60
alnus incana ssp. tenuifolia,80,60
alnus maritima,79.6,39.6
alnus nepalensis,90,50
alnus oblongifolia,73.4,33.4
alnus rhombifolia,68.3,28.3
alnus rubra,80,60
alnus serrulata,80,60
alnus viridis,80,60
alnus viridis ssp. crispa,80,60
alnus viridis ssp. fruticosa,80,60
alnus viridis ssp. sinuata,80,60
alocasia,80,60
alocasia macrorrhizos,80,60
alocasia odora,90.7,50.7
alocasia plumbea,80,60
aloe,80,60
aloe ×schoenlandi,79.4,39.4
aloe vera,80,60
alopecurus,80,60
alopecurus aequalis,80,60
alopecurus aequalis var. aequalis,80,60
alopecurus aequalis var. sonomensis,79.4,39.4
alopecurus alpinus,80,60
alopecurus arundinaceus,80,60
alopecurus carolinianus,80,60
alopecurus creticus,68.8,28.8
alopecurus geniculatus,80,60
alopecurus geniculatus var. geniculatus,80,60
alopecurus ×haussknechtianus,80,60
alopecurus myosuroides,80,60
alopecurus pratensis,80,60
alopecurus rendlei,68.8,28.8
alopecurus saccatus,68.3,28.3
alophia,84.8,44.8
alophia drummondii,84.8,44.8
aloysia,80,60
aloysia gratissima,84.8,44.8
aloysia gratissima var. gratissima,84.8,44.8
aloysia gratissima var. schulziae,84.8,44.8
aloysia macrostachya,84.8,44.8
aloysia triphylla,80,60
aloysia wrightii,68.6,28.6
alphitonia,90,50
alphitonia ponderosa,90,50
alpinia,80,60
alpinia mutica,90,50
alpinia purpurata,80,60
alpinia zerumbet,80,60
alsinidendron,90,50
alsinidendron lychnoides,90,50
alsinidendron obovatum,90,50
alsinidendron trinerve,90,50
alsinidendron viscosum,90,50
alsophila,80,60
alsophila amintae,80,60
alsophila brooksii,80,60
alsophila bryophila,80,60
alsophila portoricensis,80,60
alstonia,90,50
alstonia macrophylla,90,50
alstroemeria,83.4,43.4
alstroemeria haemantha,83.5,43.5
alstroemeria psittacina,83.4,43.4
alstroemeria pulchella,90.7,50.7
alternanthera,80,60
alternanthera bettzichiana,80,60
alternanthera brasiliana,80,60
alternanthera caracasana,80,60
alternanthera crucis,80,60
alternanthera ficoidea,80,60
alternanthera flavescens,80,60
alternanthera flavogrisea,84.8,44.8
alternanthera maritima,90.7,50.7
alternanthera paronychioides,80,60
alternanthera paronychioides var. amazonica,86.4,46.4
alternanthera paronychioides var. paronychioides,80,60
alternanthera philoxeroides,80,60
alternanthera pungens,80,60
alternanthera sessilis,80,60
althaea,80,60
althaea cannabina,80,60
althaea hirsuta,80,60
althaea officinalis,80,60
alvaradoa,90.7,50.7
alvaradoa amorphoides,90.7,50.7
alvaradoa amorphoides ssp. psilophyllis,90.7,50.7
alysicarpus,80,60
alysicarpus ovalifolius,90.7,50.7
alysicarpus rugosus,90.7,50.7
alysicarpus vaginalis,80,60
alyssum,80,60
alyssum alyssoides,80,60
alyssum desertorum,80,60
alyssum desertorum var. desertorum,80,60
alyssum desertorum var. himalayensis,79.4,39.4
alyssum murale,80,60
alyssum obovatum,80,60
alyssum simplex,62,22
alyssum strigosum,69.9,29.9
alyssum szovitsianum,68.6,28.6
alyxia,90,50
alyxia oliviformis,90,50
amaranthus,80,60
amaranthus acanthochiton,68.6,28.6
amaranthus albus,80,60
amaranthus arenicola,62,22
amaranthus australis,80,60
amaranthus bigelovii,84.8,44.8
amaranthus blitoides,80,60
amaranthus blitum,80,60
amaranthus blitum var. blitum,65.4,25.4
amaranthus blitum var. emarginatus,80,60
amaranthus blitum var. pseudogracilis,84.8,44.8
amaranthus brownii,90,50
amaranthus californicus,80,60
amaranthus cannabinus,75.1,35.1
amaranthus caudatus,80,60
amaranthus crassipes,80,60
amaranthus crassipes var. crassipes,80,60
amaranthus crassipes var. warnockii,84.8,44.8
amaranthus crispus,75.1,35.1
amaranthus cruentus,80,60
amaranthus deflexus,75.1,35.1
amaranthus dubius,80,60
amaranthus fimbriatus,68.6,28.6
amaranthus floridanus,90.7,50.7
amaranthus graecizans,72.7,32.7
amaranthus graecizans ssp. sylvestris,72.7,32.7
amaranthus greggii,84.8,44.8
amaranthus hybridus,80,60
amaranthus hypochondriacus,63.1,23.1
amaranthus lineatus,90,50
amaranthus muricatus,82.8,42.8
amaranthus obcordatus,84.8,44.8
amaranthus palmeri,80,60
amaranthus polygonoides,80,60
amaranthus powellii,80,60
amaranthus powellii ssp. bouchonii,68.3,28.3
amaranthus powellii ssp. powellii,80,60
amaranthus pringlei,69.9,29.9
amaranthus pumilus,75.1,35.1
amaranthus retroflexus,80,60
amaranthus scleropoides,84.8,44.8
amaranthus spinosus,80,60
amaranthus ×texensis,84.8,44.8
amaranthus thunbergii,82.4,42.4
amaranthus torreyi,79.4,39.4
amaranthus tricolor,80,60
amaranthus tuberculatus,80,60
amaranthus ×tucsonensis,80.3,40.3
amaranthus venulosus,80.3,40.3
amaranthus viridis,80,60
amaranthus watsonii,79.4,39.4
amaranthus wrightii,68.6,28.6
amaryllis,86.4,46.4
amaryllis belladonna,86.4,46.4
amberboa,68.6,28.6
amberboa moschata,68.6,28.6
amblyolepis,84.8,44.8
amblyolepis setigera,84.8,44.8
amblyopappus,79.4,39.4
amblyopappus pusillus,79.4,39.4
ambrosia,80,60
ambrosia acanthicarpa,80,60
ambrosia ambrosioides,79.4,39.4
ambrosia artemisiifolia,80,60
ambrosia artemisiifolia var. artemisiifolia,80,60
ambrosia artemisiifolia var. elatior,80,60
ambrosia artemisiifolia var. paniculata,75.1,35.1
ambrosia bidentata,71.8,31.8
ambrosia canescens,80.3,40.3
ambrosia chamissonis,80,60
ambrosia cheiranthifolia,84.8,44.8
ambrosia chenopodiifolia,79.4,39.4
ambrosia confertiflora,80,60
ambrosia cordifolia,80.3,40.3
ambrosia deltoidea,80.3,40.3
ambrosia dumosa,68.6,28.6
ambrosia eriocentra,68.6,28.6
ambrosia grayi,84.8,44.8
ambrosia ×helenae,80,60
ambrosia hispida,80,60
ambrosia ilicifolia,79.4,39.4
ambrosia ×intergradiens,63.1,23.1
ambrosia linearis,65.1,25.1
ambrosia peruviana,80,60
ambrosia psilostachya,80,60
ambrosia pumila,79.4,39.4
ambrosia tenuifolia,80,60
ambrosia tomentosa,62,22
ambrosia trifida,80,60
ambrosia trifida var. texana,84.8,44.8
ambrosia trifida var. trifida,80,60
amelanchier,80,60
amelanchier alnifolia,80,60
amelanchier alnifolia var. alnifolia,80,60
amelanchier alnifolia var. cusickii,80,60
amelanchier alnifolia var. humptulipensis,80,60
amelanchier alnifolia var. semiintegrifolia,80,60
amelanchier arborea,80,60
amelanchier arborea var. alabamensis,75.1,35.1
amelanchier arborea var. arborea,80,60
amelanchier arborea var. austromontana,75.1,35.1
amelanchier bartramiana,80,60
amelanchier canadensis,80,60
amelanchier humilis,63.1,23.1
amelanchier interior,80,60
amelanchier ×intermedia,80,60
amelanchier laevis,80,60
amelanchier nantucketensis,65.4,25.4
amelanchier ×neglecta,80,60
amelanchier obovalis,75.1,35.1
amelanchier pallida,68.3,28.3
amelanchier pumila,62,22
amelanchier ×quinti-martii,80,60
amelanchier sanguinea,80,60
amelanchier sanguinea var. gaspensis,80,60
amelanchier sanguinea var. sanguinea,80,60
amelanchier stolonifera,80,60
amelanchier utahensis,62,22
amelanchier utahensis var. covillei,68.6,28.6
amelanchier utahensis var. utahensis,62,22
×amelasorbus,68.4,28.4
×amelasorbus jackii,68.4,28.4
amerorchis,80,60
amerorchis rotundifolia,80,60
amianthium,71.8,31.8
amianthium muscitoxicum,71.8,31.8
ammannia,80,60
ammannia auriculata,80,60
ammannia baccifera,80,60
ammannia coccinea,80,60
ammannia latifolia,80,60
ammannia robusta,80,60
ammi,84.8,44.8
ammi majus,84.8,44.8
ammi visnaga,84.8,44.8
ammocodon,84.8,44.8
ammocodon chenopodioides,84.8,44.8
ammophila,80,60
ammophila arenaria,80,60
ammophila breviligulata,80,60
ammophila champlainensis,62.9,22.9
ammoselinum,84.8,44.8
ammoselinum butleri,84.8,44.8
ammoselinum giganteum,79.4,39.4
ammoselinum popei,84.8,44.8
amoreuxia,84.8,44.8
amoreuxia gonzalezii,80.3,40.3
amoreuxia palmatifida,73.4,33.4
amoreuxia wrightii,84.8,44.8
amorpha,80,60
amorpha californica,79.4,39.4
amorpha californica var. californica,79.4,39.4
amorpha californica var. napensis,79.4,39.4
amorpha canescens,80,60
amorpha fruticosa,80,60
amorpha georgiana,82.4,42.4
amorpha georgiana var. confusa,82.4,42.4
amorpha georgiana var. georgiana,82.4,42.4
amorpha glabra,77.6,37.6
amorpha herbacea,82.4,42.4
amorpha herbacea var. crenulata,90.7,50.7
amorpha herbacea var. herbacea,82.4,42.4
amorpha laevigata,84.8,44.8
amorpha nana,80,60
amorpha nitens,77.6,37.6
amorpha ×notha,74.6,34.6
amorpha ouachitensis,79.6,39.6
amorpha paniculata,84.8,44.8
amorpha roemeriana,84.8,44.8
amorpha schwerinii,82.4,42.4
ampelaster,82.4,42.4
ampelaster carolinianus,82.4,42.4
ampelodesmos,79.4,39.4
ampelodesmos mauritanicus,79.4,39.4
ampelopsis,80,60
ampelopsis aconitifolia,68.8,28.8
ampelopsis arborea,80,60
ampelopsis brevipedunculata,63.1,23.1
ampelopsis cordata,71.8,31.8
amphiachyris,75.1,35.1
amphiachyris amoena,84.8,44.8
amphiachyris dracunculoides,75.1,35.1
amphianthus,82.4,42.4
amphianthus pusillus,82.4,42.4
amphibromus,86.4,46.4
amphibromus neesii,79.4,39.4
amphibromus scabrivalvis,86.4,46.4
amphicarpaea,80,60
amphicarpaea bracteata,80,60
amphicarpaea bracteata var. bracteata,80,60
amphicarpaea bracteata var. comosa,80,60
amphicarpum,75.1,35.1
amphicarpum muehlenbergianum,82.4,42.4
amphicarpum purshii,75.1,35.1
amphilophium,80,60
amphilophium paniculatum,80,60
amphipappus,68.6,28.6
amphipappus fremontii,68.6,28.6
amphipappus fremontii ssp. fremontii,69.9,29.9
amphipappus fremontii ssp. spinosus,68.6,28.6
amphitecna,80,60
amphitecna latifolia,80,60
amsinckia,80,60
amsinckia carinata,68.4,28.4
amsinckia douglasiana,67.9,27.9
amsinckia eastwoodiae,79.4,39.4
amsinckia grandiflora,79.4,39.4
amsinckia lunaris,79.4,39.4
amsinckia lycopsoides,80,60
amsinckia menziesii,80,60
amsinckia menziesii var. intermedia,80,60
amsinckia menziesii var. menziesii,80,60
amsinckia spectabilis,80,60
amsinckia tessellata,80,60
amsinckia tessellata var. gloriosa,79.4,39.4
amsinckia tessellata var. tessellata,68.3,28.3
amsinckia vernicosa,79.4,39.4
amsinckia vernicosa var. furcata,79.4,39.4
amsinckia vernicosa var. vernicosa,79.4,39.4
amsonia,75.1,35.1
amsonia ciliata,84.8,44.8
amsonia ciliata var. ciliata,84.8,44.8
amsonia ciliata var. tenuifolia,84.8,44.8
amsonia ciliata var. texana,84.8,44.8
amsonia fugatei,73.4,33.4
amsonia grandiflora,80.3,40.3
amsonia hubrichtii,79.6,39.6
amsonia illustris,84.8,44.8
amsonia jonesii,68.6,28.6
amsonia kearneyana,80.3,40.3
amsonia longiflora,84.8,44.8
amsonia longiflora var. longiflora,84.8,44.8
amsonia longiflora var. salpignantha,84.8,44.8
amsonia ludoviciana,83.4,43.4
amsonia palmeri,84.8,44.8
amsonia peeblesii,80.3,40.3
amsonia repens,84.8,44.8
amsonia rigida,83.4,43.4
amsonia tabernaemontana,75.1,35.1
amsonia tabernaemontana var. gattingeri,77.6,37.6
amsonia tabernaemontana var. salicifolia,75.1,35.1
amsonia tabernaemontana var. tabernaemontana,75.1,35.1
amsonia tharpii,84.8,44.8
amsonia tomentosa,68.6,28.6
amsonia tomentosa var. stenophylla,68.6,28.6
amsonia tomentosa var. tomentosa,68.6,28.6
amyris,80,60
amyris balsamifera,80,60
amyris diatrypa,80,60
amyris elemifera,80,60
amyris madrensis,84.8,44.8
amyris texana,84.8,44.8
anacardium,80,60
anacardium occidentale,80,60
anacyclus,68.8,28.8
anacyclus clavatus,68.8,28.8
anadenanthera,80,60
anadenanthera peregrina,80,60
anagallis,80,60
anagallis arvensis,80,60
anagallis arvensis ssp. arvensis,80,60
anagallis arvensis ssp. foemina,80,60
anagallis minima,80,60
anagallis monelli,75.1,35.1
anagallis pumila,90.7,50.7
anagallis tenella,80,60
ananas,80,60
ananas comosus,80,60
anaphalis,80,60
anaphalis margaritacea,80,60
anchusa,80,60
anchusa arvensis,80,60
anchusa azurea,80,60
anchusa barrelieri,69,29
anchusa capensis,68.4,28.4
anchusa officinalis,80,60
ancistrocarphus,68.4,28.4
ancistrocarphus filagineus,68.4,28.4
andira,80,60
andira inermis,80,60
andrographis,75.1,35.1
andrographis echioides,75.1,35.1
andromeda,80,60
andromeda ×jamesiana,80,60
andromeda polifolia,80,60
andromeda polifolia var. glaucophylla,80,60
andromeda polifolia var. polifolia,80,60
andropogon,80,60
andropogon arctatus,79,39
andropogon bicornis,80,60
andropogon brachystachyus,82.4,42.4
andropogon capillipes,75.1,35.1
andropogon floridanus,83.5,43.5
andropogon gerardii,80,60
andropogon glaucopsis,75.1,35.1
andropogon glomeratus,80,60
andropogon glomeratus var. glomeratus,71.8,31.8
andropogon glomeratus var. hirsutior,75.1,35.1
andropogon glomeratus var. pumilus,80,60
andropogon glomeratus var. scabriglumis,73.4,33.4
andropogon gracilis,80,60
andropogon gyrans,71.8,31.8
andropogon gyrans var. gyrans,71.8,31.8
andropogon gyrans var. stenophyllus,75.1,35.1
andropogon hallii,80,60
andropogon leucostachyus,80,60
andropogon longiberbis,82.4,42.4
andropogon mohrii,75.1,35.1
andropogon ternarius,75.1,35.1
andropogon ternarius var. cabanisii,90.7,50.7
andropogon ternarius var. ternarius,75.1,35.1
andropogon tracyi,82.4,42.4
andropogon virginicus,80,60
andropogon virginicus var. decipiens,75.1,35.1
andropogon virginicus var. virginicus,80,60
androsace,80,60
androsace chamaejasme,80,60
androsace chamaejasme ssp. andersonii,46.6,6.6
androsace chamaejasme ssp. carinata,62,22
androsace chamaejasme ssp. lehmanniana,80,60
androsace elongata,68.4,28.4
androsace elongata ssp. acuta,68.4,28.4
androsace filiformis,62,22
androsace maxima,65.4,25.4
androsace occidentalis,80,60
androsace septentrionalis,80,60
androsace septentrionalis ssp. glandulosa,84.8,44.8
androsace septentrionalis ssp. puberulenta,80,60
androsace septentrionalis ssp. septentrionalis,80,60
androsace septentrionalis ssp. subulifera,80,60
androsace septentrionalis ssp. subumbellata,80,60
androstephium,62,22
androstephium breviflorum,62,22
androstephium coeruleum,84.8,44.8
anechites,80,60
anechites nerium,80,60
anelsonia,69.9,29.9
anelsonia eurycarpa,69.9,29.9
anemia,80,60
anemia adiantifolia,80,60
anemia hirsuta,80,60
anemia hirta,80,60
anemia mexicana,84.8,44.8
anemia portoricensis,80,60
anemia wrightii,90.7,50.7
anemone,80,60
anemone berlandieri,75.1,35.1
anemone blanda,80,60
anemone canadensis,80,60
anemone caroliniana,63.1,23.1
anemone cylindrica,80,60
anemone deltoidea,68.3,28.3
anemone drummondii,80,60
anemone drummondii ssp. drummondii,80,60
anemone drummondii ssp. heimburgeri,46.6,6.6
anemone edwardsiana,84.8,44.8
anemone edwardsiana var. edwardsiana,84.8,44.8
anemone edwardsiana var. petraea,84.8,44.8
anemone hupehensis,90,50
anemone hupehensis var. japonica,90,50
anemone lancifolia,71.8,31.8
anemone lithophila,80,60
anemone lyallii,80,60
anemone multiceps,46.6,6.6
anemone multifida,80,60
anemone multifida var. multifida,80,60
anemone multifida var. saxicola,80,60
anemone multifida var. stylosa,68.6,28.6
anemone multifida var. tetonensis,62,22
